H  2.87983700  2.09232400  0.00000000
H  1.10000000  3.38545200  0.00000000
H -1.10000000  3.38545200  0.00000000
H -2.87983700  2.09232400  0.00000000
H -3.55967500  0.00000000  0.00000000
H -2.87983700 -2.09232400  0.00000000
H -1.10000000 -3.38545200  0.00000000
H  1.10000000 -3.38545200  0.00000000
H  2.87983700 -2.09232400  0.00000000

H  3.72147800  0.00000000  0.00000000
H  3.01073900  2.18743000  0.00000000
H  1.15000000  3.53933600  0.00000000
H -1.15000000  3.53933600  0.00000000
H -3.01073900  2.18743000  0.00000000
H -3.72147800  0.00000000  0.00000000
H -3.01073900 -2.18743000  0.00000000
H -1.15000000 -3.53933600  0.00000000
H  1.15000000 -3.53933600  0.00000000
H  3.01073900 -2.18743000  0.00000000

H  3.88328200  0.00000000  0.00000000
H  3.14164100  2.28253600  0.00000000
H  1.20000000  3.69322000  0.00000000
H -1.20000000  3.69322000  0.00000000
H -3.14164100  2.28253600  0.00000000
H -3.88328200  0.00000000  0.00000000
H -3.14164100 -2.28253600  0.00000000
H -1.20000000 -3.69322000  0.00000000
H  1.20000000 -3.69322000  0.00000000
H  3.14164100 -2.28253600  0.00000000

H  4.04508500  0.00000000  0.00000000
H  3.27254200  2.37764100  0.00000000
H  1.25000000  3.84710400  0.00000000
H -1.25000000  3.84710400  0.00000000
H -3.27254200  2.37764100  0.00000000
H -4.04508500  0.00000000  0.00000000
H -3.27254200 -2.37764100  0.00000000
H -1.25000000 -3.84710400  0.00000000
H  1.25000000 -3.84710400  0.00000000
H  3.27254200 -2.37764100  0.00000000

H  4.20688800  0.00000000  0.00000000
H  3.40344400  2.47274700  0.00000000
H  1.30000000  4.00098900  0.00000000
H -1.30000000  4.00098900  0.00000000
H -3.40344400  2.47274700  0.00000000
H -4.20688800  0.00000000  0.00000000
H -3.40344400 -2.47274700  0.00000000
H -1.30000000 -4.00098900  0.00000000
H  1.30000000 -4.00098900  0.00000000
H  3.40344400 -2.47274700  0.00000000

H  4.36869200  0.00000000  0.00000000
H  3.53434600  2.56785300  0.00000000
H  1.35000000  4.15487300  0.00000000
H -1.35000000  4.15487300  0.00000000
H -3.53434600  2.56785300  0.00000000
H -4.36869200  0.00000000  0.00000000
H -3.53434600 -2.56785300  0.00000000
H -1.35000000 -4.15487300  0.00000000
H  1.35000000 -4.15487300  0.00000000
H  3.53434600 -2.56785300  0.00000000

H  4.53049500  0.00000000  0.00000000
H  3.66524800  2.66295800  0.00000000
H  1.40000000  4.30875700  0.00000000
H -1.40000000  4.30875700  0.00000000
H -3.66524800  2.66295800  0.00000000
H -4.53049500  0.00000000  0.00000000
H -3.66524800 -2.66295800  0.00000000
H -1.40000000 -4.30875700  0.00000000
H  1.40000000 -4.30875700  0.00000000
H  3.66524800 -2.66295800  0.00000000

H  4.69229900  0.00000000  0.00000000
H  3.79614900  2.75806400  0.00000000
H  1.45000000  4.46264100  0.00000000
H -1.45000000  4.46264100  0.00000000
H -3.79614900  2.75806400  0.00000000
H -4.69229900  0.00000000  0.00000000
H -3.79614900 -2.75806400  0.00000000
H -1.45000000 -4.46264100  0.00000000
H  1.45000000 -4.46264100  0.00000000
H  3.79614900 -2.75806400  0.00000000

H  4.85410200  0.00000000  0.00000000
H  3.92705100  2.85317000  0.00000000
H  1.50000000  4.61652500  0.00000000
H -1.50000000  4.61652500  0.00000000
H -3.92705100  2.85317000  0.00000000
H -4.85410200  0.00000000  0.00000000
H -3.92705100 -2.85317000  0.00000000
H -1.50000000 -4.61652500  0.00000000
H  1.50000000 -4.61652500  0.00000000
H  3.92705100 -2.85317000  0.00000000
