H  0.97082000  0.00000000  0.00000000
H  0.78541000  0.57063400  0.00000000
H  0.30000000  0.92330500  0.00000000
H -0.30000000  0.92330500  0.00000000
H -0.78541000  0.57063400  0.00000000
H -0.97082000  0.00000000  0.00000000
H -0.78541000 -0.57063400  0.00000000
H -0.30000000 -0.92330500  0.00000000
H  0.30000000 -0.92330500  0.00000000
H  0.78541000 -0.57063400  0.00000000

H  1.13262400  0.00000000  0.00000000
H  0.91631200  0.66574000  0.00000000
H  0.35000000  1.07718900  0.00000000
H -0.35000000  1.07718900  0.00000000
H -0.91631200  0.66574000  0.00000000
H -1.13262400  0.00000000  0.00000000
H -0.91631200 -0.66574000  0.00000000
H -0.35000000 -1.07718900  0.00000000
H  0.35000000 -1.07718900  0.00000000
H  0.91631200 -0.66574000  0.00000000

H  1.29442700  0.00000000  0.00000000
H  1.04721400  0.76084500  0.00000000
H  0.40000000  1.23107300  0.00000000
H -0.40000000  1.23107300  0.00000000
H -1.04721400  0.76084500  0.00000000
H -1.29442700  0.00000000  0.00000000
H -1.04721400 -0.76084500  0.00000000
H -0.40000000 -1.23107300  0.00000000
H  0.40000000 -1.23107300  0.00000000
H  1.04721400 -0.76084500  0.00000000

H  1.45623100  0.00000000  0.00000000
H  1.17811500  0.85595100  0.00000000
H  0.45000000  1.38495800  0.00000000
H -0.45000000  1.38495800  0.00000000
H -1.17811500  0.85595100  0.00000000
H -1.45623100  0.00000000  0.00000000
H -1.17811500 -0.85595100  0.00000000
H -0.45000000 -1.38495800  0.00000000
H  0.45000000 -1.38495800  0.00000000
H  1.17811500 -0.85595100  0.00000000

H  1.61803400  0.00000000  0.00000000
H  1.30901700  0.95105700  0.00000000
H  0.50000000  1.53884200  0.00000000
H -0.50000000  1.53884200  0.00000000
H -1.30901700  0.95105700  0.00000000
H -1.61803400  0.00000000  0.00000000
H -1.30901700 -0.95105700  0.00000000
H -0.50000000 -1.53884200  0.00000000
H  0.50000000 -1.53884200  0.00000000
H  1.30901700 -0.95105700  0.00000000

H  1.77983700  0.00000000  0.00000000
H  1.43991900  1.04616200  0.00000000
H  0.55000000  1.69272600  0.00000000
H -0.55000000  1.69272600  0.00000000
H -1.43991900  1.04616200  0.00000000
H -1.77983700  0.00000000  0.00000000
H -1.43991900 -1.04616200  0.00000000
H -0.55000000 -1.69272600  0.00000000
H  0.55000000 -1.69272600  0.00000000
H  1.43991900 -1.04616200  0.00000000

H  1.94164100  0.00000000  0.00000000
H  1.57082000  1.14126800  0.00000000
H  0.60000000  1.84661000  0.00000000
H -0.60000000  1.84661000  0.00000000
H -1.57082000  1.14126800  0.00000000
H -1.94164100  0.00000000  0.00000000
H -1.57082000 -1.14126800  0.00000000
H -0.60000000 -1.84661000  0.00000000
H  0.60000000 -1.84661000  0.00000000
H  1.57082000 -1.14126800  0.00000000

H  2.10344400  0.00000000  0.00000000
H  1.70172200  1.23637300  0.00000000
H  0.65000000  2.00049400  0.00000000
H -0.65000000  2.00049400  0.00000000
H -1.70172200  1.23637300  0.00000000
H -2.10344400  0.00000000  0.00000000
H -1.70172200 -1.23637300  0.00000000
H -0.65000000 -2.00049400  0.00000000
H  0.65000000 -2.00049400  0.00000000
H  1.70172200 -1.23637300  0.00000000

H  2.26524800  0.00000000  0.00000000
H  1.83262400  1.33147900  0.00000000
H  0.70000000  2.15437800  0.00000000
H -0.70000000  2.15437800  0.00000000
H -1.83262400  1.33147900  0.00000000
H -2.26524800  0.00000000  0.00000000
H -1.83262400 -1.33147900  0.00000000
H -0.70000000 -2.15437800  0.00000000
H  0.70000000 -2.15437800  0.00000000
H  1.83262400 -1.33147900  0.00000000

H  2.42705100  0.00000000  0.00000000
H  1.96352500  1.42658500  0.00000000
H  0.75000000  2.30826300  0.00000000
H -0.75000000  2.30826300  0.00000000
H -1.96352500  1.42658500  0.00000000
H -2.42705100  0.00000000  0.00000000
H -1.96352500 -1.42658500  0.00000000
H -0.75000000 -2.30826300  0.00000000
H  0.75000000 -2.30826300  0.00000000
H  1.96352500 -1.42658500  0.00000000

H  2.58885400  0.00000000  0.00000000
H  2.09442700  1.52169000  0.00000000
H  0.80000000  2.46214700  0.00000000
H -0.80000000  2.46214700  0.00000000
H -2.09442700  1.52169000  0.00000000
H -2.58885400  0.00000000  0.00000000
H -2.09442700 -1.52169000  0.00000000
H -0.80000000 -2.46214700  0.00000000
H  0.80000000 -2.46214700  0.00000000
H  2.09442700 -1.52169000  0.00000000

H  2.75065800  0.00000000  0.00000000
H  2.22532900  1.61679600  0.00000000
H  0.85000000  2.61603100  0.00000000
H -0.85000000  2.61603100  0.00000000
H -2.22532900  1.61679600  0.00000000
H -2.75065800  0.00000000  0.00000000
H -2.22532900 -1.61679600  0.00000000
H -0.85000000 -2.61603100  0.00000000
H  0.85000000 -2.61603100  0.00000000
H  2.22532900 -1.61679600  0.00000000

H  2.91246100  0.00000000  0.00000000
H  2.35623100  1.71190200  0.00000000
H  0.90000000  2.76991500  0.00000000
H -0.90000000  2.76991500  0.00000000
H -2.35623100  1.71190200  0.00000000
H -2.91246100  0.00000000  0.00000000
H -2.35623100 -1.71190200  0.00000000
H -0.90000000 -2.76991500  0.00000000
H  0.90000000 -2.76991500  0.00000000
H  2.35623100 -1.71190200  0.00000000

H  3.07426500  0.00000000  0.00000000
H  2.48713200  1.80700700  0.00000000
H  0.95000000  2.92379900  0.00000000
H -0.95000000  2.92379900  0.00000000
H -2.48713200  1.80700700  0.00000000
H -3.07426500  0.00000000  0.00000000
H -2.48713200 -1.80700700  0.00000000
H -0.95000000 -2.92379900  0.00000000
H  0.95000000 -2.92379900  0.00000000
H  2.48713200 -1.80700700  0.00000000

H  3.23606800  0.00000000  0.00000000
H  2.61803400  1.90211300  0.00000000
H  1.00000000  3.07768400  0.00000000
H -1.00000000  3.07768400  0.00000000
H -2.61803400  1.90211300  0.00000000
H -3.23606800  0.00000000  0.00000000
H -2.61803400 -1.90211300  0.00000000
H -1.00000000 -3.07768400  0.00000000
H  1.00000000 -3.07768400  0.00000000
H  2.61803400 -1.90211300  0.00000000

H  3.39787100  0.00000000  0.00000000
H  2.74893600  1.99721900  0.00000000
H  1.05000000  3.23156800  0.00000000
H -1.05000000  3.23156800  0.00000000
H -2.74893600  1.99721900  0.00000000
H -3.39787100  0.00000000  0.00000000
H -2.74893600 -1.99721900  0.00000000
H -1.05000000 -3.23156800  0.00000000
H  1.05000000 -3.23156800  0.00000000
H  2.74893600 -1.99721900  0.00000000

H  3.55967500  0.00000000  0.00000000
