H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  0.50000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  0.60000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  0.70000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  0.80000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  0.90000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  1.00000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  1.10000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  1.20000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  1.30000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  1.40000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  1.50000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  1.60000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  1.70000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  1.80000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  1.90000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  2.00000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  2.10000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  2.20000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  2.30000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  2.40000000

H  0.00000000  0.00000000  0.00000000
H  0.00000000  0.00000000  2.50000000
