O -2.6661095  0.1203995  0.0000000
H -3.3025697 -0.7855370 -1.4304321
H -3.3025697 -0.7855370  1.4304321
O  2.8000483 -0.1258791  0.0000000
H  1.0060037  0.1050804  0.0000000
H  3.4734302  1.5529584  0.0000000












